,Data,Nazwa,ISIN,Waluta,Kurs otwarcia,Kurs max,Kurs min,Kurs zamknięcia,Zmiana,Wolumen,Liczba Transakcji,Obrót,Liczba otwartych pozycji,Wartość otwartych pozycji,Cena nominalna
1111,2020-06-08,11BIT,PL11BTS00015,PLN,467.5,467.5,456.0,460.0,-1.6,13222,694,6079.06,0,0,0
1112,2020-06-09,11BIT,PL11BTS00015,PLN,460.0,468.0,449.5,460.0,0.0,13210,1302,6071.47,0,0,0
1113,2020-06-10,11BIT,PL11BTS00015,PLN,475.0,497.0,470.5,497.0,8.04,21184,1236,10353.15,0,0,0
1114,2020-06-12,11BIT,PL11BTS00015,PLN,473.0,503.0,470.0,492.0,-1.01,18902,1013,9353.18,0,0,0
1115,2020-06-15,11BIT,PL11BTS00015,PLN,488.0,488.0,476.5,479.0,-2.64,8933,589,4304.73,0,0,0
1116,2020-06-16,11BIT,PL11BTS00015,PLN,490.0,503.0,490.0,498.5,4.07,8583,669,4274.17,0,0,0
1117,2020-06-17,11BIT,PL11BTS00015,PLN,498.5,529.0,490.5,525.0,5.32,21869,1462,11305.3,0,0,0
1118,2020-06-18,11BIT,PL11BTS00015,PLN,535.0,553.0,512.0,521.0,-0.76,25242,1620,13497.4,0,0,0
1119,2020-06-19,11BIT,PL11BTS00015,PLN,521.0,528.0,513.0,521.0,0.0,10448,753,5447.37,0,0,0
1120,2020-06-22,11BIT,PL11BTS00015,PLN,559.0,598.0,551.0,560.0,7.49,48559,2724,27876.25,0,0,0
1121,2020-06-23,11BIT,PL11BTS00015,PLN,565.0,601.0,565.0,583.0,4.11,21586,1325,12668.91,0,0,0
1122,2020-06-24,11BIT,PL11BTS00015,PLN,589.0,595.0,573.0,580.0,-0.51,10372,756,6064.31,0,0,0
1123,2020-06-25,11BIT,PL11BTS00015,PLN,579.0,600.0,579.0,596.0,2.76,10473,728,6210.05,0,0,0
1124,2020-06-26,11BIT,PL11BTS00015,PLN,605.0,618.0,593.0,604.0,1.34,22129,1557,13430.95,0,0,0
1125,2020-06-29,11BIT,PL11BTS00015,PLN,616.0,619.0,533.0,540.0,-10.6,56523,3449,32587.25,0,0,0
1126,2020-06-30,11BIT,PL11BTS00015,PLN,550.0,569.0,485.0,485.0,-10.19,88692,5685,45393.74,0,0,0
1127,2020-07-01,11BIT,PL11BTS00015,PLN,492.0,526.0,478.0,525.0,8.25,36837,2443,18648.61,0,0,0
1128,2020-07-02,11BIT,PL11BTS00015,PLN,532.0,551.0,525.0,549.0,4.57,19033,1291,10299.19,0,0,0
1129,2020-07-03,11BIT,PL11BTS00015,PLN,551.0,559.0,521.0,544.0,-0.91,25082,1604,13468.77,0,0,0
1130,2020-07-06,11BIT,PL11BTS00015,PLN,544.0,544.0,527.0,539.0,-0.92,22415,1109,11958.8,0,0,0
1131,2020-07-07,11BIT,PL11BTS00015,PLN,538.0,538.0,526.0,535.0,-0.74,12865,674,6836.24,0,0,0
1132,2020-07-08,11BIT,PL11BTS00015,PLN,534.0,534.0,522.0,528.0,-1.31,7057,646,3732.67,0,0,0
