,Data,Nazwa,ISIN,Waluta,Kurs otwarcia,Kurs max,Kurs min,Kurs zamknięcia,Zmiana,Wolumen,Liczba Transakcji,Obrót,Liczba otwartych pozycji,Wartość otwartych pozycji,Cena nominalna
894,2019-07-23,11BIT,PL11BTS00015,PLN,424.0,427.5,422.0,422.0,-0.47,6093,192,2580.64,0,0,0
895,2019-07-24,11BIT,PL11BTS00015,PLN,425.0,425.0,422.0,424.0,0.47,2009,126,849.49,0,0,0
896,2019-07-25,11BIT,PL11BTS00015,PLN,424.5,425.0,396.0,407.5,-3.89,13371,434,5587.23,0,0,0
897,2019-07-26,11BIT,PL11BTS00015,PLN,408.0,417.5,408.0,417.0,2.33,2321,196,956.93,0,0,0
898,2019-07-29,11BIT,PL11BTS00015,PLN,417.0,419.5,412.0,413.5,-0.84,2302,162,957.81,0,0,0
899,2019-07-30,11BIT,PL11BTS00015,PLN,412.5,414.0,408.5,414.0,0.12,2782,160,1142.91,0,0,0
900,2019-07-31,11BIT,PL11BTS00015,PLN,412.0,417.0,410.0,417.0,0.72,3581,198,1481.83,0,0,0
901,2019-08-01,11BIT,PL11BTS00015,PLN,415.0,419.0,408.5,412.0,-1.2,2770,153,1147.54,0,0,0
902,2019-08-02,11BIT,PL11BTS00015,PLN,408.5,412.0,402.0,402.0,-2.43,3578,246,1450.41,0,0,0
903,2019-08-05,11BIT,PL11BTS00015,PLN,402.0,407.0,396.5,397.0,-1.24,5696,316,2279.9,0,0,0
904,2019-08-06,11BIT,PL11BTS00015,PLN,396.5,404.5,391.5,394.5,-0.63,5481,388,2184.92,0,0,0
905,2019-08-07,11BIT,PL11BTS00015,PLN,395.0,397.5,380.0,382.0,-3.17,15877,983,6148.51,0,0,0
906,2019-08-08,11BIT,PL11BTS00015,PLN,382.0,396.0,376.5,395.0,3.4,7384,524,2871.72,0,0,0
907,2019-08-09,11BIT,PL11BTS00015,PLN,396.5,403.5,393.5,397.5,0.63,3956,270,1574.62,0,0,0
908,2019-08-12,11BIT,PL11BTS00015,PLN,397.5,401.5,386.0,388.0,-2.39,2641,202,1031.61,0,0,0
909,2019-08-13,11BIT,PL11BTS00015,PLN,388.0,403.0,386.5,398.0,2.58,23642,341,9484.06,0,0,0
910,2019-08-14,11BIT,PL11BTS00015,PLN,400.0,403.0,386.5,387.0,-2.76,2622,207,1027.38,0,0,0
911,2019-08-16,11BIT,PL11BTS00015,PLN,388.0,394.0,385.5,390.0,0.78,1513,134,588.82,0,0,0
912,2019-08-19,11BIT,PL11BTS00015,PLN,388.0,395.0,382.0,385.0,-1.28,4813,272,1865.82,0,0,0
913,2019-08-20,11BIT,PL11BTS00015,PLN,382.5,387.0,379.0,386.0,0.26,2766,209,1061.22,0,0,0
914,2019-08-21,11BIT,PL11BTS00015,PLN,386.0,386.5,384.0,386.0,0.0,1803,143,694.65,0,0,0
915,2019-08-22,11BIT,PL11BTS00015,PLN,386.5,404.0,386.0,402.0,4.15,3964,260,1570.06,0,0,0
916,2019-08-23,11BIT,PL11BTS00015,PLN,402.0,405.0,398.0,404.0,0.5,2433,189,976.55,0,0,0
917,2019-08-26,11BIT,PL11BTS00015,PLN,398.5,406.0,393.5,396.0,-1.98,3979,223,1589.99,0,0,0
918,2019-08-27,11BIT,PL11BTS00015,PLN,398.5,403.0,390.5,392.0,-1.01,2778,222,1095.83,0,0,0
919,2019-08-28,11BIT,PL11BTS00015,PLN,386.0,390.0,374.5,390.0,-0.51,10566,719,4074.7,0,0,0
920,2019-08-29,11BIT,PL11BTS00015,PLN,385.0,395.5,385.0,394.5,1.15,3326,240,1306.09,0,0,0
921,2019-08-30,11BIT,PL11BTS00015,PLN,394.0,408.0,394.0,405.0,2.66,7202,401,2888.56,0,0,0
922,2019-09-02,11BIT,PL11BTS00015,PLN,406.5,417.5,406.0,416.0,2.72,10005,458,4107.01,0,0,0
923,2019-09-03,11BIT,PL11BTS00015,PLN,419.0,429.0,411.0,425.0,2.16,10853,621,4549.19,0,0,0
924,2019-09-04,11BIT,PL11BTS00015,PLN,419.0,420.0,404.5,414.0,-2.59,12322,769,5091.0,0,0,0
925,2019-09-05,11BIT,PL11BTS00015,PLN,413.0,414.0,402.0,410.0,-0.97,4620,395,1883.76,0,0,0
926,2019-09-06,11BIT,PL11BTS00015,PLN,409.0,411.0,403.0,408.5,-0.37,2303,293,939.09,0,0,0
927,2019-09-09,11BIT,PL11BTS00015,PLN,413.0,415.0,410.0,411.0,0.61,4182,306,1727.37,0,0,0
928,2019-09-10,11BIT,PL11BTS00015,PLN,415.0,415.0,409.0,410.0,-0.24,3999,202,1644.98,0,0,0
929,2019-09-11,11BIT,PL11BTS00015,PLN,411.0,413.0,408.0,408.0,-0.49,1578,155,648.03,0,0,0
930,2019-09-12,11BIT,PL11BTS00015,PLN,413.5,413.5,408.0,411.0,0.74,1368,160,561.75,0,0,0
931,2019-09-13,11BIT,PL11BTS00015,PLN,411.0,411.0,404.0,406.0,-1.22,7761,234,3159.24,0,0,0
932,2019-09-16,11BIT,PL11BTS00015,PLN,403.0,409.0,395.0,409.0,0.74,10121,376,4055.24,0,0,0
933,2019-09-17,11BIT,PL11BTS00015,PLN,406.0,407.0,400.0,400.5,-2.08,1209,124,486.96,0,0,0
934,2019-09-18,11BIT,PL11BTS00015,PLN,400.0,404.0,395.0,395.0,-1.37,2359,205,938.69,0,0,0
935,2019-09-19,11BIT,PL11BTS00015,PLN,395.0,398.5,393.5,397.0,0.51,6554,212,2602.48,0,0,0
936,2019-09-20,11BIT,PL11BTS00015,PLN,397.5,402.0,386.0,386.0,-2.77,8664,571,3406.21,0,0,0
937,2019-09-23,11BIT,PL11BTS00015,PLN,390.5,394.0,382.5,384.0,-0.52,4682,353,1809.12,0,0,0
938,2019-09-24,11BIT,PL11BTS00015,PLN,384.0,391.0,383.0,387.0,0.78,2520,208,972.12,0,0,0
939,2019-09-25,11BIT,PL11BTS00015,PLN,385.5,389.0,383.0,385.0,-0.52,1521,118,586.8,0,0,0
940,2019-09-26,11BIT,PL11BTS00015,PLN,385.0,396.0,385.0,392.0,1.82,1169,112,457.33,0,0,0
941,2019-09-27,11BIT,PL11BTS00015,PLN,396.0,400.0,393.0,400.0,2.04,977,87,387.98,0,0,0
942,2019-09-30,11BIT,PL11BTS00015,PLN,400.0,400.0,389.5,394.5,-1.38,1621,128,638.36,0,0,0
943,2019-10-01,11BIT,PL11BTS00015,PLN,394.5,394.5,379.0,381.5,-3.3,4270,345,1639.86,0,0,0
944,2019-10-02,11BIT,PL11BTS00015,PLN,380.0,380.0,367.5,373.0,-2.23,5093,404,1909.44,0,0,0
945,2019-10-03,11BIT,PL11BTS00015,PLN,371.5,390.0,361.5,383.0,2.68,4675,375,1752.42,0,0,0
946,2019-10-04,11BIT,PL11BTS00015,PLN,385.0,393.0,383.0,384.0,0.26,1250,138,484.05,0,0,0
947,2019-10-07,11BIT,PL11BTS00015,PLN,382.5,388.0,382.5,384.0,0.0,1316,146,506.53,0,0,0
948,2019-10-08,11BIT,PL11BTS00015,PLN,385.5,389.0,380.5,385.5,0.39,3196,145,1226.55,0,0,0
949,2019-10-09,11BIT,PL11BTS00015,PLN,390.0,403.0,387.0,401.0,4.02,5518,259,2198.15,0,0,0
950,2019-10-10,11BIT,PL11BTS00015,PLN,403.0,403.0,389.0,389.5,-2.87,2874,193,1132.19,0,0,0
951,2019-10-11,11BIT,PL11BTS00015,PLN,394.0,394.0,378.0,380.0,-2.44,5502,362,2104.35,0,0,0
952,2019-10-14,11BIT,PL11BTS00015,PLN,380.0,387.0,378.5,385.0,1.32,9763,139,3742.44,0,0,0
953,2019-10-15,11BIT,PL11BTS00015,PLN,385.0,390.0,382.0,385.0,0.0,1379,126,533.14,0,0,0
954,2019-10-16,11BIT,PL11BTS00015,PLN,382.0,384.0,373.0,373.0,-3.12,4852,462,1827.41,0,0,0
955,2019-10-17,11BIT,PL11BTS00015,PLN,373.0,380.0,352.5,353.0,-5.36,23010,845,8305.66,0,0,0
956,2019-10-18,11BIT,PL11BTS00015,PLN,352.0,352.0,336.0,345.5,-2.12,8448,625,2909.87,0,0,0
957,2019-10-21,11BIT,PL11BTS00015,PLN,352.0,355.0,345.0,352.0,1.88,2878,295,1005.42,0,0,0
958,2019-10-22,11BIT,PL11BTS00015,PLN,354.0,354.0,341.0,342.0,-2.84,3467,219,1198.68,0,0,0
959,2019-10-23,11BIT,PL11BTS00015,PLN,342.0,344.0,336.5,340.0,-0.58,3826,268,1296.91,0,0,0
960,2019-10-24,11BIT,PL11BTS00015,PLN,336.5,345.0,336.5,343.5,1.03,1331,141,452.77,0,0,0
961,2019-10-25,11BIT,PL11BTS00015,PLN,345.0,355.0,345.0,353.5,2.91,3947,275,1391.66,0,0,0
962,2019-10-28,11BIT,PL11BTS00015,PLN,358.0,363.5,354.0,357.5,1.13,12343,256,4429.77,0,0,0
963,2019-10-29,11BIT,PL11BTS00015,PLN,361.0,361.0,343.5,345.0,-3.5,14632,370,5226.52,0,0,0
964,2019-10-30,11BIT,PL11BTS00015,PLN,348.0,348.5,336.5,341.0,-1.16,4370,377,1490.05,0,0,0
965,2019-10-31,11BIT,PL11BTS00015,PLN,341.5,343.0,338.0,338.5,-0.73,2237,173,761.92,0,0,0
966,2019-11-04,11BIT,PL11BTS00015,PLN,338.0,342.0,327.5,335.0,-1.03,4874,434,1626.74,0,0,0
967,2019-11-05,11BIT,PL11BTS00015,PLN,336.0,340.0,331.0,332.0,-0.9,2357,180,786.79,0,0,0
968,2019-11-06,11BIT,PL11BTS00015,PLN,331.0,354.0,331.0,348.0,4.82,5389,372,1859.1,0,0,0
969,2019-11-07,11BIT,PL11BTS00015,PLN,348.5,361.5,348.0,358.0,2.87,6874,475,2461.98,0,0,0
970,2019-11-08,11BIT,PL11BTS00015,PLN,360.0,368.0,353.0,355.0,-0.84,5744,495,2071.99,0,0,0
971,2019-11-12,11BIT,PL11BTS00015,PLN,355.5,361.5,344.5,344.5,-2.96,3679,283,1302.77,0,0,0
972,2019-11-13,11BIT,PL11BTS00015,PLN,344.5,355.0,340.0,355.0,3.05,2483,250,861.23,0,0,0
973,2019-11-14,11BIT,PL11BTS00015,PLN,355.0,358.0,348.0,354.0,-0.28,1382,162,488.09,0,0,0
974,2019-11-15,11BIT,PL11BTS00015,PLN,349.0,349.5,338.5,345.0,-2.54,13137,495,4505.45,0,0,0
975,2019-11-18,11BIT,PL11BTS00015,PLN,346.0,348.0,342.0,348.0,0.87,2139,203,738.84,0,0,0
976,2019-11-19,11BIT,PL11BTS00015,PLN,348.0,354.0,345.5,348.0,0.0,3981,294,1391.39,0,0,0
977,2019-11-20,11BIT,PL11BTS00015,PLN,348.0,352.5,348.0,349.0,0.29,4540,150,1583.6,0,0,0
978,2019-11-21,11BIT,PL11BTS00015,PLN,349.0,349.0,342.0,344.0,-1.43,3616,198,1249.6,0,0,0
979,2019-11-22,11BIT,PL11BTS00015,PLN,346.0,351.0,346.0,348.0,1.16,6000,277,2091.17,0,0,0
980,2019-11-25,11BIT,PL11BTS00015,PLN,350.0,351.5,348.0,350.0,0.57,1351,108,471.53,0,0,0
981,2019-11-26,11BIT,PL11BTS00015,PLN,350.0,358.0,350.0,357.0,2.0,1938,214,688.1,0,0,0
982,2019-11-27,11BIT,PL11BTS00015,PLN,357.0,362.5,350.0,353.0,-1.12,3025,187,1077.65,0,0,0
983,2019-11-28,11BIT,PL11BTS00015,PLN,353.5,354.5,348.0,349.0,-1.13,561,59,196.66,0,0,0
984,2019-11-29,11BIT,PL11BTS00015,PLN,349.0,350.0,346.0,348.5,-0.14,850,95,295.77,0,0,0
985,2019-12-02,11BIT,PL11BTS00015,PLN,349.5,353.0,347.0,347.0,-0.43,3052,196,1065.32,0,0,0
986,2019-12-03,11BIT,PL11BTS00015,PLN,348.5,355.0,347.0,355.0,2.31,4601,214,1610.16,0,0,0
987,2019-12-04,11BIT,PL11BTS00015,PLN,358.0,361.5,353.0,360.5,1.55,3794,308,1361.65,0,0,0
988,2019-12-05,11BIT,PL11BTS00015,PLN,363.0,383.0,363.0,382.5,6.1,11282,505,4249.39,0,0,0
989,2019-12-06,11BIT,PL11BTS00015,PLN,382.5,382.5,372.0,374.5,-2.09,2130,165,801.28,0,0,0
990,2019-12-09,11BIT,PL11BTS00015,PLN,375.0,380.0,375.0,378.0,0.93,2336,107,883.0,0,0,0
991,2019-12-10,11BIT,PL11BTS00015,PLN,380.0,388.0,379.0,388.0,2.65,4235,290,1620.11,0,0,0
992,2019-12-11,11BIT,PL11BTS00015,PLN,393.0,393.0,382.0,388.0,0.0,6518,429,2529.03,0,0,0
993,2019-12-12,11BIT,PL11BTS00015,PLN,390.0,391.0,382.0,387.5,-0.13,7367,276,2846.71,0,0,0
994,2019-12-13,11BIT,PL11BTS00015,PLN,389.0,389.5,371.0,384.5,-0.77,7485,340,2852.32,0,0,0
995,2019-12-16,11BIT,PL11BTS00015,PLN,385.0,386.5,374.0,375.0,-2.47,5006,332,1894.67,0,0,0
996,2019-12-17,11BIT,PL11BTS00015,PLN,375.0,382.0,372.5,380.0,1.33,3328,287,1259.12,0,0,0
997,2019-12-18,11BIT,PL11BTS00015,PLN,380.0,380.5,374.0,377.0,-0.79,16830,187,6344.82,0,0,0
998,2019-12-19,11BIT,PL11BTS00015,PLN,377.0,387.0,375.0,386.5,2.52,7231,415,2753.89,0,0,0
999,2019-12-20,11BIT,PL11BTS00015,PLN,387.5,393.5,380.0,390.0,0.91,12855,1061,5013.48,0,0,0
1000,2019-12-23,11BIT,PL11BTS00015,PLN,391.0,396.0,390.0,396.0,1.54,6345,398,2498.88,0,0,0
1001,2019-12-27,11BIT,PL11BTS00015,PLN,396.5,398.0,391.0,398.0,0.51,4379,271,1733.83,0,0,0
1002,2019-12-30,11BIT,PL11BTS00015,PLN,398.0,408.0,396.5,400.0,0.5,8655,398,3480.93,0,0,0
1003,2020-01-02,11BIT,PL11BTS00015,PLN,395.0,401.0,394.5,400.5,0.13,3566,317,1418.1,0,0,0
1004,2020-01-03,11BIT,PL11BTS00015,PLN,402.0,402.5,396.0,400.5,0.0,2297,230,916.89,0,0,0
1005,2020-01-07,11BIT,PL11BTS00015,PLN,401.0,402.5,396.0,399.5,-0.25,1574,250,626.86,0,0,0
1006,2020-01-08,11BIT,PL11BTS00015,PLN,399.5,405.0,392.0,401.5,0.5,6195,462,2463.5,0,0,0
1007,2020-01-09,11BIT,PL11BTS00015,PLN,403.0,412.5,402.0,408.5,1.74,6986,449,2841.84,0,0,0
1008,2020-01-10,11BIT,PL11BTS00015,PLN,408.5,415.0,407.0,414.5,1.47,4973,334,2051.35,0,0,0
1009,2020-01-13,11BIT,PL11BTS00015,PLN,415.0,418.5,408.5,418.5,0.97,5191,362,2148.07,0,0,0
1010,2020-01-14,11BIT,PL11BTS00015,PLN,416.0,418.5,413.5,417.0,-0.36,2362,191,982.83,0,0,0
1011,2020-01-15,11BIT,PL11BTS00015,PLN,417.0,422.0,415.5,416.5,-0.12,9815,352,4105.27,0,0,0
1012,2020-01-16,11BIT,PL11BTS00015,PLN,416.0,419.5,414.0,415.0,-0.36,3837,235,1593.91,0,0,0
1013,2020-01-17,11BIT,PL11BTS00015,PLN,412.0,412.0,405.0,412.0,-0.72,6067,398,2480.87,0,0,0
1014,2020-01-20,11BIT,PL11BTS00015,PLN,413.0,421.0,410.0,421.0,2.18,4484,299,1874.66,0,0,0
1015,2020-01-21,11BIT,PL11BTS00015,PLN,421.0,427.0,419.5,425.5,1.07,10344,397,4383.54,0,0,0
1016,2020-01-22,11BIT,PL11BTS00015,PLN,429.5,458.0,429.5,449.0,5.52,21466,1133,9560.0,0,0,0
1017,2020-01-23,11BIT,PL11BTS00015,PLN,451.0,460.0,448.5,448.5,-0.11,6794,528,3081.35,0,0,0
1018,2020-01-24,11BIT,PL11BTS00015,PLN,448.5,448.5,438.0,448.0,-0.11,3652,333,1623.33,0,0,0
1019,2020-01-27,11BIT,PL11BTS00015,PLN,442.0,443.5,428.0,434.5,-3.01,11405,591,4978.11,0,0,0
1020,2020-01-28,11BIT,PL11BTS00015,PLN,434.0,441.0,431.0,434.0,-0.12,3880,273,1695.19,0,0,0
1021,2020-01-29,11BIT,PL11BTS00015,PLN,434.0,439.5,430.5,434.5,0.12,2597,182,1125.3,0,0,0
1022,2020-01-30,11BIT,PL11BTS00015,PLN,436.0,436.0,424.0,428.5,-1.38,6011,455,2575.65,0,0,0
1023,2020-01-31,11BIT,PL11BTS00015,PLN,428.0,435.0,425.0,432.0,0.82,7097,238,3049.6,0,0,0
1024,2020-02-03,11BIT,PL11BTS00015,PLN,426.0,436.0,418.5,436.0,0.93,6166,417,2629.93,0,0,0
1025,2020-02-04,11BIT,PL11BTS00015,PLN,438.0,448.0,436.5,440.0,0.92,7950,435,3528.59,0,0,0
1026,2020-02-05,11BIT,PL11BTS00015,PLN,440.0,449.5,438.0,441.0,0.23,9600,627,4274.2,0,0,0
1027,2020-02-06,11BIT,PL11BTS00015,PLN,440.0,448.0,440.0,444.0,0.68,6440,340,2864.33,0,0,0
1028,2020-02-07,11BIT,PL11BTS00015,PLN,445.5,448.0,441.0,444.0,0.0,3490,227,1550.7,0,0,0
1029,2020-02-10,11BIT,PL11BTS00015,PLN,444.0,444.0,430.0,437.0,-1.58,4321,387,1887.4,0,0,0
1030,2020-02-11,11BIT,PL11BTS00015,PLN,440.0,457.0,439.5,455.0,4.12,13680,751,6156.37,0,0,0
1031,2020-02-12,11BIT,PL11BTS00015,PLN,455.0,456.0,450.0,453.5,-0.33,4142,247,1879.63,0,0,0
1032,2020-02-13,11BIT,PL11BTS00015,PLN,456.0,459.0,447.0,454.5,0.22,4322,236,1956.97,0,0,0
1033,2020-02-14,11BIT,PL11BTS00015,PLN,457.5,464.0,451.5,460.0,1.21,10199,575,4681.92,0,0,0
1034,2020-02-17,11BIT,PL11BTS00015,PLN,460.0,475.0,460.0,470.0,2.17,7841,393,3689.49,0,0,0
1035,2020-02-18,11BIT,PL11BTS00015,PLN,469.5,486.0,467.5,484.0,2.98,9322,501,4471.17,0,0,0
1036,2020-02-19,11BIT,PL11BTS00015,PLN,482.5,493.5,471.0,477.5,-1.34,10356,686,5001.24,0,0,0
1037,2020-02-20,11BIT,PL11BTS00015,PLN,478.5,481.0,458.5,478.5,0.21,17388,1066,8127.12,0,0,0
1038,2020-02-21,11BIT,PL11BTS00015,PLN,472.0,485.0,461.5,467.5,-2.3,20367,1356,9576.51,0,0,0
1039,2020-02-24,11BIT,PL11BTS00015,PLN,461.0,464.5,443.5,447.0,-4.39,26229,1502,11829.08,0,0,0
1040,2020-02-25,11BIT,PL11BTS00015,PLN,440.0,443.0,414.0,440.0,-1.57,49828,2151,21190.66,0,0,0
1041,2020-02-26,11BIT,PL11BTS00015,PLN,427.0,437.0,408.0,435.0,-1.14,25016,1375,10558.37,0,0,0
1042,2020-02-27,11BIT,PL11BTS00015,PLN,424.0,430.5,398.5,403.0,-7.36,22248,934,9157.06,0,0,0
1043,2020-02-28,11BIT,PL11BTS00015,PLN,371.0,393.5,365.5,385.0,-4.47,48307,2285,18219.41,0,0,0
1044,2020-03-02,11BIT,PL11BTS00015,PLN,401.0,415.0,383.0,408.0,5.97,29818,1571,11929.2,0,0,0
1045,2020-03-03,11BIT,PL11BTS00015,PLN,416.0,435.5,416.0,431.0,5.64,26685,1590,11371.58,0,0,0
1046,2020-03-04,11BIT,PL11BTS00015,PLN,417.0,435.0,416.0,421.5,-2.2,9956,469,4219.06,0,0,0
1047,2020-03-05,11BIT,PL11BTS00015,PLN,435.0,439.0,417.5,427.0,1.3,17145,691,7275.8,0,0,0
1048,2020-03-06,11BIT,PL11BTS00015,PLN,410.0,417.5,408.0,414.5,-2.93,12764,570,5239.92,0,0,0
1049,2020-03-09,11BIT,PL11BTS00015,PLN,380.0,394.0,364.5,374.0,-9.77,45190,1655,17047.06,0,0,0
1050,2020-03-10,11BIT,PL11BTS00015,PLN,381.0,385.0,356.5,359.0,-4.01,18146,890,6740.74,0,0,0
1051,2020-03-11,11BIT,PL11BTS00015,PLN,359.0,359.0,327.5,337.5,-5.99,34353,1551,11621.57,0,0,0
1052,2020-03-12,11BIT,PL11BTS00015,PLN,313.0,319.0,280.0,280.0,-17.04,36813,1244,10945.59,0,0,0
1053,2020-03-13,11BIT,PL11BTS00015,PLN,293.0,317.5,286.5,295.0,5.36,44004,1675,13190.68,0,0,0
1054,2020-03-16,11BIT,PL11BTS00015,PLN,294.0,337.5,256.0,337.0,14.24,48690,1493,14762.74,0,0,0
1055,2020-03-17,11BIT,PL11BTS00015,PLN,347.0,381.0,338.0,357.0,5.93,36945,1553,13262.55,0,0,0
1056,2020-03-18,11BIT,PL11BTS00015,PLN,364.0,380.0,350.0,357.0,0.0,19650,980,7131.34,0,0,0
1057,2020-03-19,11BIT,PL11BTS00015,PLN,351.0,365.5,350.0,357.0,0.0,9040,548,3245.99,0,0,0
1058,2020-03-20,11BIT,PL11BTS00015,PLN,365.0,378.5,334.0,346.5,-2.94,25594,1469,9204.87,0,0,0
1059,2020-03-23,11BIT,PL11BTS00015,PLN,342.0,350.0,312.0,336.0,-3.03,15218,626,5167.4,0,0,0
1060,2020-03-24,11BIT,PL11BTS00015,PLN,360.0,360.0,343.0,357.0,6.25,13706,585,4833.91,0,0,0
1061,2020-03-25,11BIT,PL11BTS00015,PLN,370.0,375.0,345.5,363.0,1.68,16495,872,5994.41,0,0,0
1062,2020-03-26,11BIT,PL11BTS00015,PLN,372.5,372.5,352.0,363.5,0.14,15330,957,5588.27,0,0,0
1063,2020-03-27,11BIT,PL11BTS00015,PLN,368.0,368.0,353.0,357.0,-1.79,5892,437,2123.39,0,0,0
1064,2020-03-30,11BIT,PL11BTS00015,PLN,360.0,360.0,344.5,350.0,-1.96,5697,408,1997.69,0,0,0
1065,2020-03-31,11BIT,PL11BTS00015,PLN,350.0,362.0,350.0,360.0,2.86,10674,493,3806.0,0,0,0
1066,2020-04-01,11BIT,PL11BTS00015,PLN,359.0,363.0,354.0,360.0,0.0,4968,316,1784.74,0,0,0
1067,2020-04-02,11BIT,PL11BTS00015,PLN,360.0,363.0,354.0,360.0,0.0,2757,225,987.21,0,0,0
1068,2020-04-03,11BIT,PL11BTS00015,PLN,360.0,365.5,355.0,362.5,0.69,12217,465,4404.77,0,0,0
1069,2020-04-06,11BIT,PL11BTS00015,PLN,365.0,395.0,365.0,394.0,8.69,25598,950,9676.72,0,0,0
1070,2020-04-07,11BIT,PL11BTS00015,PLN,402.0,414.0,362.0,362.0,-8.12,26518,1769,10284.16,0,0,0
1071,2020-04-08,11BIT,PL11BTS00015,PLN,365.0,378.0,358.0,367.0,1.38,11703,751,4296.56,0,0,0
1072,2020-04-09,11BIT,PL11BTS00015,PLN,377.0,385.0,371.0,380.0,3.54,10450,720,3938.4,0,0,0
1073,2020-04-14,11BIT,PL11BTS00015,PLN,385.0,396.0,380.0,396.0,4.21,10975,687,4259.04,0,0,0
1074,2020-04-15,11BIT,PL11BTS00015,PLN,398.0,398.0,378.0,378.0,-4.55,12078,710,4638.63,0,0,0
1075,2020-04-16,11BIT,PL11BTS00015,PLN,386.0,386.0,378.5,383.0,1.32,3090,288,1180.45,0,0,0
1076,2020-04-17,11BIT,PL11BTS00015,PLN,383.5,394.0,383.0,391.0,2.09,12784,635,4994.87,0,0,0
1077,2020-04-20,11BIT,PL11BTS00015,PLN,395.0,409.5,381.5,409.5,4.73,21608,906,8640.67,0,0,0
1078,2020-04-21,11BIT,PL11BTS00015,PLN,409.5,410.0,390.0,395.0,-3.54,18320,1001,7325.11,0,0,0
1079,2020-04-22,11BIT,PL11BTS00015,PLN,391.0,408.0,391.0,406.0,2.78,11787,597,4740.09,0,0,0
1080,2020-04-23,11BIT,PL11BTS00015,PLN,409.0,409.0,401.5,408.0,0.49,5879,491,2392.24,0,0,0
1081,2020-04-24,11BIT,PL11BTS00015,PLN,405.0,415.0,402.0,410.0,0.49,8105,560,3325.44,0,0,0
1082,2020-04-27,11BIT,PL11BTS00015,PLN,415.0,435.0,414.0,426.5,4.02,23816,979,10110.4,0,0,0
1083,2020-04-28,11BIT,PL11BTS00015,PLN,430.0,460.0,427.0,443.0,3.87,26247,1316,11706.99,0,0,0
1084,2020-04-29,11BIT,PL11BTS00015,PLN,450.0,461.5,450.0,457.0,3.16,8861,607,4031.73,0,0,0
1085,2020-04-30,11BIT,PL11BTS00015,PLN,450.0,450.0,416.0,435.0,-4.81,30948,1587,13386.71,0,0,0
1086,2020-05-04,11BIT,PL11BTS00015,PLN,430.0,430.0,406.0,408.5,-6.09,46383,2412,19416.52,0,0,0
1087,2020-05-05,11BIT,PL11BTS00015,PLN,414.0,427.0,413.5,415.0,1.59,20024,1046,8392.74,0,0,0
1088,2020-05-06,11BIT,PL11BTS00015,PLN,418.5,430.0,417.0,430.0,3.61,14898,789,6306.4,0,0,0
1089,2020-05-07,11BIT,PL11BTS00015,PLN,430.0,434.0,416.0,432.5,0.58,7233,634,3087.39,0,0,0
1090,2020-05-08,11BIT,PL11BTS00015,PLN,430.0,432.5,424.5,429.0,-0.81,5662,346,2432.63,0,0,0
1091,2020-05-11,11BIT,PL11BTS00015,PLN,431.0,433.0,424.0,428.5,-0.12,4357,269,1861.34,0,0,0
1092,2020-05-12,11BIT,PL11BTS00015,PLN,426.0,435.0,421.0,422.5,-1.4,13263,418,5705.6,0,0,0
1093,2020-05-13,11BIT,PL11BTS00015,PLN,420.0,440.0,417.0,434.0,2.72,20715,984,8991.78,0,0,0
1094,2020-05-14,11BIT,PL11BTS00015,PLN,439.0,443.0,424.0,431.0,-0.69,10751,765,4628.63,0,0,0
1095,2020-05-15,11BIT,PL11BTS00015,PLN,460.0,462.0,441.0,459.5,6.61,32471,1963,14745.96,0,0,0
1096,2020-05-18,11BIT,PL11BTS00015,PLN,465.0,480.0,465.0,471.0,2.5,24373,1145,11518.71,0,0,0
1097,2020-05-19,11BIT,PL11BTS00015,PLN,475.0,485.0,471.0,485.0,2.97,21544,724,10307.94,0,0,0
1098,2020-05-20,11BIT,PL11BTS00015,PLN,486.0,490.0,481.5,485.5,0.1,10753,669,5228.22,0,0,0
1099,2020-05-21,11BIT,PL11BTS00015,PLN,484.0,487.0,476.0,486.0,0.1,6870,476,3322.47,0,0,0
1100,2020-05-22,11BIT,PL11BTS00015,PLN,485.0,486.0,482.5,486.0,0.0,9284,371,4502.08,0,0,0
1101,2020-05-25,11BIT,PL11BTS00015,PLN,488.0,490.0,475.5,484.0,-0.41,9628,596,4656.07,0,0,0
1102,2020-05-26,11BIT,PL11BTS00015,PLN,488.0,505.0,485.5,485.5,0.31,28217,1850,13981.55,0,0,0
1103,2020-05-27,11BIT,PL11BTS00015,PLN,486.0,486.5,451.0,457.5,-5.77,32637,2860,15224.11,0,0,0
1104,2020-05-28,11BIT,PL11BTS00015,PLN,464.0,475.0,454.0,465.0,1.64,25554,1357,11798.68,0,0,0
1105,2020-05-29,11BIT,PL11BTS00015,PLN,473.5,474.5,460.0,473.0,1.72,8327,843,3898.12,0,0,0
1106,2020-06-01,11BIT,PL11BTS00015,PLN,475.5,475.5,465.0,467.5,-1.16,6893,489,3241.82,0,0,0
1107,2020-06-02,11BIT,PL11BTS00015,PLN,472.0,475.0,466.5,475.0,1.6,6019,423,2844.1,0,0,0
1108,2020-06-03,11BIT,PL11BTS00015,PLN,475.5,498.5,472.5,495.0,4.21,16517,1064,8086.47,0,0,0
1109,2020-06-04,11BIT,PL11BTS00015,PLN,495.0,500.0,475.5,478.5,-3.33,30988,1313,14977.34,0,0,0
1110,2020-06-05,11BIT,PL11BTS00015,PLN,483.0,486.0,455.5,467.5,-2.3,15057,1643,7010.77,0,0,0
